texto,calificacion,lugar,categoria,fuente,idioma_comentario,comentarios_espanol,emojis
"Ruime kamer en badkamer. De bungalows zijn zo opgesteld dat je vrij zit. Vriendelijke eigenaresse en prima voorzieningen op terrein met gratis koffie/thee, prima ontbijt en zwembad e.d..
Aan de rand van La Fortuna en daarmee goede uitvalsbasis. Op basis van de locatie niet onverwachts maar je hebt niet de 'Pura Vida' ervaring hier. De tuin is aangelegd, maar de wandelpaden zijn van kunstgras en de planten bij de ontbijttafel zijn nep. Ondertussen hoor je de drukke weg. In vergelijking met al onze andere locaties de minste qua 'beleving"". Niet essentieel, maar wie behoefte heeft aan stabiele wifi, dat was het hier niet.",4,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"Amplia habitación y baño. Los bungalows están dispuestos de tal manera que puedas sentarte libremente. Propietario amable y excelentes instalaciones en el lugar con café/té gratis, excelente desayuno y piscina, etc.
En las afueras de La Fortuna y por lo tanto es una buena base. No es inesperado según la ubicación, pero aquí no tienes la experiencia 'Pura Vida'. El jardín está paisajístico, pero los senderos para caminar son de césped artificial y las plantas de la mesa del desayuno son artificiales. Mientras tanto se oye el ruido de la carretera. En comparación con todas nuestras otras ubicaciones, la menor en términos de ""experiencia"". No es esencial, pero si necesitas WiFi estable, ese no era el caso aquí.",
Het personeel was super vriendelijk en de huisjes waren schoon en had alles wat we nodig hadden.  Locatie is dichtbij het centrum… niet op loopafstand maar wij hadden een auto dus was prima te doen. De haan! Klinkt een beetje zeikerig… I know… we houden van natuur en dieren maar elke ochtend tussen 4 en 5 een kraaiende haan die je wakker maakt had voor ons niet gehoeven;),4,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"El personal fue muy amable y las cabañas estaban limpias y tenían todo lo que necesitábamos.  La ubicación está cerca del centro... no a poca distancia, pero teníamos un auto, así que fue fácil de hacer. ¡El gallo! Suena un poco quejoso... lo sé... amamos la naturaleza y los animales, pero un gallo cantando cada mañana entre las 4 y las 5 para despertarte no era necesario para nosotros ;)",
מיקום מיטה עם מזרן רך ששוקעים פנימה. לא נוחה.,4,Hotel Roca Negra del Arenal,alojamiento,booking,he,Colocación de la cama con un colchón blando que se hunde. No es cómoda.,
"Die Garten Anlage war wunderschön Schade das diese Garten Oase sehr nahe an der lärmenden Hauptstrasse ist
Morgens ab 5.30 ist Tagwache☹️",4,Hotel Roca Negra del Arenal,alojamiento,booking,de,"La zona del jardín era preciosa. Es una pena que este oasis ajardinado esté muy cerca de la ruidosa calle principal.
Por la mañana a partir de las 5.30 hay guardia diurna ☹️",
"kleines hübsches Bungalow-hotel in wunderschönem Garten. Zimmer sehr schön und sauber. Frühstück sehr gut, Mittags- und Abendessen wird nicht angeboten, aber in nöchster Umgebung hat es viele kleine Restauraunts Viel Strassenlärm am Pool (die Zimmer sind jedoch sehr ruhig gelegen)",4,Hotel Roca Negra del Arenal,alojamiento,booking,de,"Pequeño y bonito hotel de bungalows en un hermoso jardín. Habitaciones muy bonitas y limpias. El desayuno es muy bueno, no se ofrecen almuerzos ni cenas, pero en las inmediaciones hay muchos restaurantes pequeños. Mucho ruido de la calle junto a la piscina (sin embargo, las habitaciones son muy silenciosas)",
"Espace de jeu billard, ping-pong, baby-foot, piscine, jacuzzi.. Trop proche de la route principale..",4,Hotel Roca Negra del Arenal,alojamiento,booking,fr,"Billar, tenis de mesa, futbolín, piscina, jacuzzi.. Demasiado cerca de la carretera principal..",
"Geräumige Zimmer, nett eingerichtet Was für eine Enttäuschung von der Lage. Wir hatten ein Zimmer direkt an der Straße, ständig Lärm. Nach den guten Rezensionen waren wir wirklich sehr enttäuscht. Auf die Frage, ob wir das Zimmer tauschen könnten, sagte die Dame vom Hotel ‚this is your room‘ und hat uns stehen gelassen.",4,Hotel Roca Negra del Arenal,alojamiento,booking,de,"Habitaciones amplias y muy bien decoradas. Qué decepción con la ubicación. Teníamos una habitación justo en la calle, ruido constante. Después de las buenas críticas nos quedamos realmente muy decepcionados. Cuando preguntamos si podíamos cambiar de habitación, la señora del hotel dijo 'esta es su habitación' y nos dejó de pie.",
"Ubicacion No hay internet, aunque en la publicación diga que si.
La recepcionista de la tarde no resuelve los problemas.",4,Hotel Roca Negra del Arenal,alojamiento,booking,es,"Ubicacion No hay internet, aunque en la publicación diga que si.
La recepcionista de la tarde no resuelve los problemas.",
"Vacker trädgård, biljard, pingis, pool, gratis kaffe. Lite trångt, ganska trist belysning, svårt att bo 4. Funkar nog bättre för 2",4,Hotel Roca Negra del Arenal,alojamiento,booking,sv,"Hermoso jardín, billar, tenis de mesa, billar, café gratis. Un poco abarrotado, iluminación bastante apagada, difícil vivir 4. Probablemente funcione mejor para 2",
"Wspaniale otoczenie wśród drzew, roślin oraz naokoło kolibry! Nie było cieplej wody w umywalce tylko pod prysznicem",4,Hotel Roca Negra del Arenal,alojamiento,booking,pl,"¡Excelente entorno entre árboles, plantas y colibríes por todas partes! No había agua caliente en el lavabo, solo en la ducha.",
"Der Garten und die Hotelanlage sind schön. Hotel akzeptiert ausschließlich Bargeld - keine Kreditkarten.
Null Service/ Hilfe beim Gepäck - mussten wir alleine zum Zimmer schleppen
Kühlschrank im Zimmer war laut und macht zusätzlich warm.
Licht am Eingangstor kaputt -> Türcode kann abends nur mit Taschenlampe eingegeben werden. 
Im Zimmer ausschließlich grelle 5000 K Birnen, die eigentlich nur mit Sonnenbrille zu ertragen sind.
Kein warmes Wasser am Waschbecken im Bad. Duscharmatur bestand nur aus Fragmenten
Extras (Frühstück, Bier, etc) doppelt so teuer wie außerhalb des Hotels
Trotz freundlicher Hinweise und konstruktiver Kritik nicht an Qualitätsverbesserungen interessiert.
Einfach nur gierig - von uns null Tipp und maximal 2 Sterne",3,Hotel Roca Negra del Arenal,alojamiento,booking,de,"El jardín y los jardines del hotel son preciosos. El hotel sólo acepta efectivo, no tarjetas de crédito.
Servicio cero/ayuda con el equipaje: tuvimos que llevarlo solos a la habitación.
La nevera de la habitación hacía mucho ruido y hacía más calor.
Luz en la puerta de entrada rota -> el código de la puerta sólo se puede introducir por la noche con una linterna. 
En la habitación sólo hay bombillas de 5000 K, lo que sólo se puede tolerar con gafas de sol.
No hay agua caliente en el lavabo del baño. La grifería de ducha estaba formada únicamente por fragmentos
Extras (desayuno, cerveza, etc) dos veces más caros que fuera del hotel
A pesar de los consejos amistosos y las críticas constructivas, no está interesado en mejorar la calidad.
Simplemente codicioso: cero propina nuestra y un máximo de 2 estrellas.",
"L’accueil, la chambre est un bungalow au milieu d’un jardin agréable avec petite terrasse et hamac privés. Le jardin avec pleins d’oiseaux. Bien situé pour circuler dans la région avec restaurants et supermarchés à côté. Proche de la route mais relativement calme. Petit déjeuner à 7euros varié avec fruits et toast ( en plus du plat au choix ) Les chambres sont un peu petites. Dans une région pluvieuse un chauffage aurait permis de sécher les vêtements.",4,Hotel Roca Negra del Arenal,alojamiento,booking,fr,"La recepción, la habitación es un bungalow en medio de un agradable jardín con una pequeña terraza y hamaca privada. El jardín con muchos pájaros. Bien situado para moverse por la comarca con restaurantes y supermercados cercanos. Cerca de la carretera pero relativamente tranquila. Desayuno a 7 euros variado con fruta y tostadas (además del plato de tu elección) Las habitaciones son un poco pequeñas. En una región lluviosa, un calentador habría ayudado a secar la ropa.",
"Gute Lage, Restaurant und Einkauf in der Nähe War alles gut",4,Hotel Roca Negra del Arenal,alojamiento,booking,de,"Buena ubicación, restaurante y tiendas cercanas. todo estuvo bien",
"Le coin piscine-jacuzzi
Le billard et autres jeux à disposition
La cuisine partagée pour prendre le café
Le grand lit de la chambre Peu de vie dans l’hôtel 
L’hôtel est indissociable du lieu de vie privé des propriétaires (salon extérieur avec canapé et télé géante face aux clients) ; compliqué de se sentir réellement à l’hôtel 
Pas de bar-snack ouvert (journée comme soirée) 
Petit déjeuner : si moins de 4 personnes au total prévues alors annulé ! 
Bruit de la route",4,Hotel Roca Negra del Arenal,alojamiento,booking,fr,"La zona de la piscina-jacuzzi.
Billar y otros juegos disponibles.
La cocina compartida para el café.
La cama grande en la habitación Poca vida en el hotel 
El hotel es inseparable del espacio privado de los propietarios (salón al aire libre con sofá y TV gigante frente a los clientes); complicado sentirse realmente en el hotel 
No hay snack bar abierto (de día o de noche) 
Desayuno: si se planean menos de 4 personas en total, ¡se cancela! 
Ruido de la carretera",
"Bel endroit bien place chambres tres confortables Un peu trop de contraintes
L heure du the en libre service l heure du jacuzzi le paiement en cash pas de restaurant ds le lieu qui oblige a sortir le soir",4,Hotel Roca Negra del Arenal,alojamiento,booking,fr,"Hermoso lugar, buena ubicación, habitaciones muy cómodas, demasiadas limitaciones.
Autoservicio de hora del té Hora del jacuzzi pago en efectivo No hay restaurante en el lugar que requiera salir por la noche",
"De jacuzzi is heerlijk. Omgeving rond zwembad en Pooltafel e.d. ook.
Ligging prima om uitstappen te doen. Weinig materiaal om in je eigen huisje te ontbijten. Kan je wel halen in gemeenschappelijke ruimte.
Er mist bv ook een waterkoker.
Het was er niet super proper.
Een wasdraad om iets te laten drogen zou handig zijn.",4,Hotel Roca Negra del Arenal,alojamiento,booking,nl,"El jacuzzi es maravilloso. Zona alrededor de la piscina y mesa de billar, etc.
Excelente ubicación para excursiones. Poco material para desayunar en tu propia casa. Puedes recogerlo en la zona común.
Por ejemplo, también falta una tetera.
No estaba súper limpio.
Sería útil un tendedero para secar algo.",
"Cheney Unterkunft ideal gelegen für Ruhe suchende und trotzen nah an allen Aktivitäten Man kann nur bar bezahlen oder mit Paypal. In der heutigen Zeit geht niemand mehr mit viel Bargeld in die Ferien. Ich habe es nicht gesehen, sonst hätte ich die Unterkunft nicht gebucht. Das Frühstück ist lausig und mager, lieber etwas im maxiPali kaufen und gemütlich auf der eigenen Terrasse geniessen.",4,Hotel Roca Negra del Arenal,alojamiento,booking,de,"Alojamiento en Cheney con una ubicación ideal para quienes buscan paz y tranquilidad y cerca de todas las actividades. Sólo puedes pagar en efectivo o con Paypal. Hoy en día ya nadie se va de vacaciones con mucho dinero en efectivo. No lo vi, de lo contrario no habría reservado el alojamiento. El desayuno es pésimo y escaso, mejor comprar algo en maxiPali y disfrutarlo cómodamente en tu propia terraza.",
Piscine. Jacuzzi. Situé dans un jardin à la sortie de la Fortuna. Petit-déjeuner (non inclus) à éviter: vraiment pas bon ($7). Carte de crédit pas acceptée: même si mentionné sur booking est peu compréhensible pour un établissement de ce type. Ma note est sévère mais reflète mon sentiment générale: je n’y reviendrai pas et ne recommanderai pas.,3,Hotel Roca Negra del Arenal,alojamiento,booking,fr,Piscina. Jacuzzi. Ubicado en un jardín a la salida de La Fortuna. Desayuno (no incluido) a evitar: realmente no es bueno ($7). No se aceptan tarjetas de crédito: aunque se mencione en la reserva es difícil de entender en un establecimiento de este tipo. Mi calificación es dura pero refleja mi sentimiento general: no regresaré y no lo recomendaré.,
"Gute Lage, sauber, ruhig. Schöner Pool",4,Hotel Roca Negra del Arenal,alojamiento,booking,de,"Buena ubicación, limpio, tranquilo. Bonita piscina",
Die Unterkunft hat einen traumhaft schönen Garten in dem jede Menge Vögel fliegen auch Kolibris Die Zimmer sind etwas kahl und unpersönlich,4,Hotel Roca Negra del Arenal,alojamiento,booking,de,El alojamiento tiene un jardín maravillosamente hermoso en el que vuelan muchos pájaros y colibríes. Las habitaciones son un poco desnudas e impersonales.,
"Blick zum Vulkan. Die Betten sind sehr bequem. Die Gartenanlage ist super schön, sehr gepflegt und man kann viele Vögel direkt von der Terrasse aus beobachten. Personal ist super unprofessionell. Fehlende lösungsorientierte Servicebereitschaft. Wir hatten ein 4er Apartment indem es z. B. nur 2 Gläser gab. Auf Nachfrage wurden uns 2 riesige Plastikbecher zusätzlich nach einigem Hin und Her gebracht. Die angegebene Zimmergrösse entspricht nur unter Hinzunahme von der Terrasse und dem Aussen -Essbereich den Angaben. Dieser verfügt über kein Licht, so dass abends der Tisch mit den 4 Stühlen nicht genutzt werden kann. Ferner hatten wir erwartet, dass es bei Ausweisung eines eigenen Essbereichs es auch zumindest Teller und Besteck geben würde. Weit gefehlt. Auf Nachfrage erhielten wir 4 nicht saubere Teller, 4 Gabeln und ein einziges kleines Messer aus dem Privatbesitz, der sich im Übrigen als offener, etwas schmuddelig wirkender Bereich direkt neben der Rezeption befindet. Am 2. Tag wurde das Zimmer nicht gesäubert. Auf Nachfrage wurde uns mitgeteilt, dass die Zimmer nur bis 12.00 Uhr geputzt würden und man ein Schild hinhängen müsste. Fakt war, dass am ersten Tag ohne Hinhängen des Schildes, geputzt wurde und wir am 2. Tag sogar vor Ort im Aussenbereich waren, sie das Apartment neben uns putzten und uns auf der Terrasse sahen, aber auch nicht fragten, ob sie säubern könnten. Die Besitzerin hat sich schließlich  bereit erklärt, den Müll im Bad zu entsorgen. Der Pool war uns nicht sauber genug. Das Wasser war sehr trüb und mit Schlieren durchzogen.",4,Hotel Roca Negra del Arenal,alojamiento,booking,de,"Vista del volcán. Las camas son muy cómodas. El jardín es súper bonito, muy bien cuidado y puedes observar muchas aves directamente desde la terraza. El personal es muy poco profesional. Falta de servicio orientado a soluciones. Teníamos un apartamento para 4 personas con p.e. B. sólo había 2 vasos. Cuando preguntamos, nos trajeron dos enormes vasos de plástico después de un rato de ida y vuelta. El tamaño de la habitación indicado sólo corresponde a la información proporcionada con la adición de la terraza y el comedor al aire libre. No tiene luz, por lo que la mesa con 4 sillas no se puede utilizar por la noche. También esperábamos que si hubiera un comedor separado, al menos hubiera platos y cubiertos. Nada de eso. Cuando preguntamos, recibimos 4 platos que no estaban limpios, 4 tenedores y un solo cuchillo pequeño de una propiedad privada, que se encuentra en una zona abierta y de aspecto algo lúgubre, justo al lado de la recepción. El segundo día no limpiaron la habitación. Cuando preguntamos, nos dijeron que las habitaciones solo se limpiarían hasta las 12 p.m. y que habría que poner un cartel. El caso es que el primer día limpiaron sin colgar el cartel y el segundo día estuvimos incluso fuera, limpiaron el apartamento de al lado y nos vieron en la terraza, pero no preguntaron si podían limpiar. El dueño finalmente accedió a tirar la basura en el baño. La piscina no estaba lo suficientemente limpia para nosotros. El agua estaba muy turbia y rayada.",
